Title,Genre,Description
100 Girls,"Comedy, Romance","Matt spends the night with a girl in an elevator during power outage in a girls' college dorm. He never sees her. Waking up in the morning, panties are all that's left of her. How does he find her in a building with 100 girls?"
10 Years,"Comedy, Drama, Romance","The night of their high school reunion, a group of friends realize they still haven't quite grown up in some ways."
Heartbeats,"Drama, Romance",The story of three close friends who are involved in a love-triangle.
Resurrecting the Champ,"Drama, Sport","Up-and-coming sports reporter rescues a homeless man (""Champ"") only to discover that he is, in fact, a boxing legend believed to have passed away. What begins as an opportunity to resurrect Champ's story and escape the shadow of his father's success becomes a personal journey as the ambitious reporter reexamines his own life and his relationship with his family."
The Million Dollar Hotel,"Drama, Mystery, Thriller","Tragi-comic, romantic whodunnit set in a run down hotel which plays host to mentally ill people too poor to afford medical insurance."
Jodhaa Akbar,"Action, Drama, History","A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha."
Chalet Girl,"Comedy, Romance, Sport","Former skateboard champion Kim wants to make more money after her mother's tragic death. She joins the elite posh servicing company, which sends her off to Austria."
The Vanishing,"Drama, Horror, Mystery",The boyfriend of an abducted woman never gives up the search as the abductor looks on.
Doghouse,"Comedy, Horror, Sci-Fi","A group of men, heading to a remote village to help one of their friends get over his divorce, soon discover that all the women have been infected with a virus that makes them man-hating cannibals."
Wrongfully Accused,"Action, Comedy, Thriller","Ryan Harrison is framed for murder and must prove himself innocent by finding a mysterious one-eyed, one-armed, one-legged man after escaping from a bus accident on the way to jail."
Ivan's Childhood,"Drama, War","During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines."
Mystery Train,"Comedy, Crime, Drama",Three stories are connected by a Memphis hotel and the spirit of Elvis Presley.
The Story of Us,"Comedy, Drama, Romance",Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.
X+Y,"Drama, Romance",A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.
Legionnaire,"Action, Adventure, Drama","Alain is a boxer in 1925 Marseille, France. When he doesn't take the dive paid to take by a mob boss, he has to split. He joins the Foreign Legion and is sent to Morocco. He makes 3 friends and they watch each other's backs."
Simon Birch,"Comedy, Drama, Family",A young boy with stunted growth is convinced that God has a great purpose for him.
The Next Karate Kid,"Action, Drama, Family",Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.
Little White Lies,"Comedy, Drama",A near-fatal accident leaves one friend in the hospital while the rest go on their annual vacation. But their secrets and personal grief threaten to drive them apart.
The Signal,"Horror, Sci-Fi, Thriller","A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television."
Factory Girl,"Biography, Drama",Based on the rise and fall of socialite
The Girl Next Door,"Crime, Drama, Thriller",Follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt and the boys who witness and fail to report the crime.
Short Circuit 2,"Comedy, Drama, Family",Robot Johnny Five comes to the city and gets manipulated by criminals who want him for their own purposes.
Enthiran,"Action, Sci-Fi, Thriller","A brilliant scientist creates a humanoid robot to protect mankind, but things go awry when human emotions are programmed and inner turmoil causes the robot to switch sides."
Lucky You,"Drama, Romance, Sport","A hotshot poker player tries to win a tournament in Vegas, but is fighting a losing battle with his personal problems."
Cold Creek Manor,"Drama, Mystery, Thriller","A family relocates from the city to a dilapidated house in the country that was once a grand estate. As they begin renovations, they discover their new home harbors a secret and may not be completely free of its former inhabitant."
Miss March,"Comedy, Romance","Eugene believes in no sex before marriage. So DID his girlfriend, Cindi. His BFF loves sex. At Senior Prom, just before sex with Cindi, he falls into a coma. Waking up 4 years later, his Cindi is Miss March in Playboy. Can he get her back?"
Bajirao Mastani,"Action, Drama, History","An account of the romance between the Maratha general, Baji Rao I and Mastani, princess of Bundelkhand."
State and Main,"Comedy, Drama",A movie crew invades a small town whose residents are all too ready to give up their values for showbiz glitz.
Fist of Legend,"Action, Drama","In 1937, a Chinese martial artist returns to Shanghai to find his teacher dead and his school harassed by the Japanese."
The Tale of the Princess Kaguya,"Animation, Drama, Family","Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime."
Soul Plane,Comedy,"Things get raucously funny aboard the maiden flight of a black-owned airline, thanks to some last-minute passenger additions."
The Master of Disguise,"Adventure, Comedy, Family",An Italian waiter fights off a criminal mastermind with his inherited powers of disguise.
The Opposite of Sex,"Comedy, Drama, Romance","A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives."
El Topo,"Drama, Western",A mysterious black-clad gunfighter wanders a mystical Western landscape encountering multiple bizarre characters.
The Long Goodbye,"Comedy, Crime, Drama","Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder."
Malice,"Crime, Mystery, Thriller","A tale about a happily married couple who would like to have children. Tracy teaches art, Andy's a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor."
Stir Crazy,"Comedy, Crime","Set up and wrongfully accused, two best friends will be sent to prison for a crime they didn't commit. However, no prison cell could keep them locked in."
Mystic Pizza,"Comedy, Drama, Romance",Three teenage girls come of age while working at a pizza parlor in the Connecticut town of Mystic.
St. Trinian's,"Comedy, Family","In order to save their bankrupt school, a group of troublesome girls stage a robbery with a group of geniuses on their backs"
A Good Old Fashioned Orgy,"Comedy, Romance",A group of 30-year-olds who have been friends since high school attempt to throw an end-of-summer orgy.
The Great Raid,"Action, Drama, War","Taking place towards the end of WWII, 500 American Soldiers have been entrapped in a camp for 3 years. Beginning to give up hope they will ever be rescued, a group of Rangers goes on a dangerous mission to try and save them."
High and Low,"Crime, Drama, Mystery",An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.
I'm a Cyborg,"Comedy, Drama, Romance","A girl who thinks she is a combat cyborg checks into a mental hospital, where she encounters other psychotics. Eventually, she falls for a man who thinks he can steal people's souls."
Under Suspicion,"Crime, Drama, Thriller","A wealthy attorney in San Juan comes to the police station for ""10 minutes"" of follow-up questions to finding a 12-year-old girl's body in a park. Another young girl was also raped and murdered weeks earlier and the evidence points to him."
Dreams,"Drama, Fantasy",A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.
Vidocq,"Action, Crime, Fantasy","Paris, 1830: Vidocq is killed by a mirror masked man. A thief turned investigator, he was working on a case of men killed by lightning. His biographer tries to solve the case."
Men at Work,"Action, Comedy, Crime",Two garbage men uncover a conspiracy involving illegal toxic waste dumping and decide to bring the whole operation down.
Immortal,"Drama, Sci-Fi, Thriller","In the distant future, Earth is occupied by ancient gods and genetically altered humans. When a god is sentenced to death he seeks a new human host and a woman to bear his child."
Whiskey Tango Foxtrot,"Biography, Comedy, Drama",A journalist recounts her wartime coverage in Afghanistan.
Tokarev,"Action, Thriller","When the daughter of a reformed criminal is kidnapped, he rounds up his old crew and seeks his own brand of justice."
Jungle 2 Jungle,"Comedy, Family","A man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to New York City, turning his life upside down in the process."
Eight Crazy Nights,"Animation, Comedy, Musical","Davey Stone, an alcoholic with a criminal record, is sentenced to community service under the supervision of an elderly referee. Davey is then faced with trying to reform and abandon his bad habits."
Code 46,"Drama, Romance, Sci-Fi",A futuristic
Private Benjamin,"Comedy, War",A sheltered young high-society woman joins the United States Army on a whim and finds herself in a trickier situation than she ever expected.
The Angels' Share,"Comedy, Crime, Drama","Narrowly avoiding jail, new dad Robbie vows to turn over a new leaf. A visit to a whisky distillery inspires him and his mates to seek a way out of their hopeless lives."
Beaches,"Comedy, Drama, Music","A privileged rich debutante and a cynical struggling entertainer share a turbulent, but strong childhood friendship over the years."
The Body,"Action, Crime, Drama",A detective searches for the body of a femme fatale which has gone missing from a morgue.
The Twilight Samurai,"Drama, Romance","As the feudal Japan era draws to a close, a widower samurai experiences difficulty balancing clan loyalties, 2 young daughters, an aged mother, and the sudden reappearance of his childhood sweetheart."
Setup,"Action, Crime, Drama",A group of friends become involved in a potentially deadly diamond heist.
The Circus,"Comedy, Family, Romance",The Tramp finds work and the girl of his dreams at a circus.
Mohabbatein,"Musical, Drama, Romance","A film about the battle between love and fear, between two stubborn men and their opposing beliefs and the outcome of the love stories of 3 couples."
Pieces of April,"Comedy, Drama",A wayward daughter invites her dying mother and the rest of her estranged family to her apartment for Thanksgiving dinner.
Arn: The Knight Templar,"Action, Drama, Romance","Arn, the son of a high-ranking Swedish nobleman, is educated in a monastery and sent to the Holy Land as a knight templar to do penance for a forbidden love."
Last Chance Harvey,"Drama, Romance","In London for his daughter's wedding, a rumpled man finds his romantic spirits lifted by a new woman in his life."
Free Birds,"Animation, Adventure, Comedy","Two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history, and get Turkeys off the Thanksgiving menu for good."
45 Years,"Drama, Romance",A married couple preparing to celebrate their wedding anniversary receives shattering news that promises to forever change the course of their lives.
Time of the Gypsies,"Comedy, Crime, Drama","In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves."
Rookie of the Year,"Comedy, Family, Fantasy","When an accident miraculously gives a boy an incredibly powerful pitching arm, he becomes a major league pitcher for the Chicago Cubs."
Tuck Everlasting,"Drama, Family, Fantasy",A young woman meets and falls in love with a young man who is part of a family of immortals.
Magic Carpet Ride,"Comedy, Drama","A struggling, suicidal young comedian meets a car thief who is willing to teach him a few things about his profession."
Around the World in 80 Days,"Adventure, Comedy, Family",A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.
School Ties,Drama,"Set in the 1950s, a star-quarterback is given an opportunity to attend an elite preparatory school but must conceal the fact that he is Jewish."
On Deadly Ground,"Action, Adventure, Thriller",A mystical martial artist/environmental Agent takes on a ruthless oil corporation.
The Bounty,"Adventure, Drama, History","Fed up with their Captain's harsh discipline, a sailing ship's crew decides to take action."
Sullivan's Travels,"Adventure, Comedy, Drama",Hollywood director John L. Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.
Nights in Rodanthe,"Drama, Romance","A doctor, who is travelling to see his estranged son, sparks with an unhappily married woman at a North Carolina inn."
Annapolis,"Drama, Romance, Sport","Set against the backdrop of boxing at the Naval Academy, centers on a young man from the wrong side of the tracks whose dream of attending Annapolis becomes a reality."
Cyrano de Bergerac,"Comedy, Drama, History","Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly."
The NeverEnding Story II: The Next Chapter,"Adventure, Drama, Family",A young boy with a distant father enters a world of make-believe and magic through a portal within an antique book.
Waiting for Forever,"Comedy, Drama, Romance","A Hollywood-set romantic tale of a guy who is content to live his life without a job yet with the love of his life, a young actress."
Dolphin Tale,"Drama, Family",A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.
L'Avventura,"Drama, Mystery, Romance","A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other."
Love,"Drama, Romance","Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed."
I Killed My Mother,"Drama, Romance",A semi-autobiographical story about Hubert as a young homosexual at odds with his mother.
Mr. Turner,"Biography, Drama, History","An exploration of the last quarter century of the great, if eccentric, British painter J.M.W. Turner's life."
The Brood,"Horror, Sci-Fi","A man tries to uncover an unconventional psychologist's therapy techniques on his institutionalized wife, amidst a series of brutal murders."
Below,"Action, Horror, Mystery",Strange happenings occur on a WW II submarine.
Wake Up Sid,"Comedy, Drama, Romance","The story of a lazy Mumbai college student who does absolutely nothing, with a turn of events will Sid realize his potential in this world and become a success in the fast-paced life of Mumbai."
White Squall,"Adventure, Drama",Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.
Mr. Right,"Action, Comedy, Romance","A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him."
The Adventures of Buckaroo Banzai Across the 8th Dimension,"Adventure, Comedy, Sci-Fi","Adventurer, brain surgeon, rock musician Buckaroo Banzai and his crime-fighting team, the Hong Kong Cavaliers, must stop evil alien invaders from the eighth dimension who are planning to conquer Earth."
Bullhead,"Crime, Drama","Sint-Truiden, Belgium. Jacky, a young cattle farmer who is constantly pumped on steroids and hormones, is approached by a veterinarian to make a deal with a notorious beef trader."
Tie Me Up! Tie Me Down!,"Comedy, Crime, Drama",An unbalanced but alluring former mental patient takes a porn star prisoner in the hopes of convincing her to marry him.
Beverly Hills Chihuahua,"Adventure, Comedy, Drama","While on vacation in Mexico, Chloe, a ritzy Beverly Hills chihuahua, finds herself lost and in need of assistance in order to get back home."
Sgt. Bilko,Comedy,"Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure."
Vivre Sa Vie,Drama,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.
Z,"Crime, Drama, Thriller",The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.
"The Goods: Live Hard, Sell Hard",Comedy,Used-car liquidator Don Ready is hired by a flailing auto dealership to turn their Fourth of July sale into a majorly profitable event.
The Exorcist III,"Drama, Horror, Mystery","A police lieutenant uncovers more than he bargained for as his investigation of a series of murders, which have all the hallmarks of the deceased Gemini serial killer, leads him to question the patients of a psychiatric ward."
You Can't Take It with You,"Comedy, Drama, Romance","The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family, not realizing that his father is trying to force her family from their home for a real estate development."
9 Songs,"Drama, Music, Romance","In London, intense sexual encounters take place between an American college student, named Lisa, and an English scientist, named Matt, between attending rock concerts."
One Eight Seven,"Drama, Thriller","15 months after being stabbed 9 times by a student at work as a high school teacher in NYC, Mr. Garfield is working in LA as a substitute teacher come full-time. He refuses to be a victim anymore."
The History Boys,"Comedy, Drama, Romance","An unruly class of gifted and charming teenage boys are taught by two eccentric and innovative teachers, as their headmaster pushes for them all to get accepted into Oxford or Cambridge."
YPF,"Comedy, Drama, Romance","On a Tuesday night, five couples have separate sexual adventures."
The Conformist,Drama,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident."
Stop-Loss,"Drama, War","A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army."
The End of the Affair,"Drama, Romance",A desperate man tries to find out why his beloved left him years ago.
Dersu Uzala,"Adventure, Biography, Drama",The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.
The Tin Drum,"Drama, War","In 1924, Oskar Matzerath is born in the Free City of Danzig. At age three, he falls down a flight of stairs and stops growing. In 1939, World War II breaks out."
The Fabulous Baker Boys,"Comedy, Drama, Music","The lives of two struggling musicians, who happen to be brothers, inevitably change when they team up with a beautiful, up-and-coming singer."
Saints and Soldiers,"Action, Drama, War",Four American soldiers and one Brit fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.
New York Minute,"Comedy, Crime, Family",Jane and Roxy Ryan are teenage Long Island twins who find themselves on numerous misadventures when they trek into Manhattan on a school day.
I've Loved You So Long,Drama,A woman struggles to interact with her family and find her place in society after spending fifteen years in prison.
Hamlet,Drama,"Hamlet, Prince of Denmark, finds out that his uncle Claudius killed his father to obtain the throne, and plans revenge."
Wind Chill,"Adventure, Drama, Horror","Two college students share a ride home for the holidays, but when they break down on a deserted stretch of road, they are preyed upon by the ghosts of people who have died there."
The Bonfire of the Vanities,"Comedy, Drama, Romance","After his mistress runs over a young teen, a Wall Street hotshot sees his life unravel in the spotlight and attracts the interest of a down-and-out reporter."
Meet Bill,"Comedy, Drama",A guy fed up with his job and married to a cheating wife reluctantly mentors a rebellious teen.
The Asphalt Jungle,"Crime, Drama, Film-Noir","A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel."
Farewell My Concubine,"Drama, Music, Romance",Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.
Accidental Hero,"Comedy, Drama, Romance","A not-so-nice man rescues passengers from a crashed airliner, only to see someone else take credit."
The Swan Princess,"Animation, Adventure, Comedy",A power-hungry sorcerer curses a princess to live as a swan by day in this tale of everlasting love.
Enigma,"Drama, Mystery, Romance",A young genius frantically races against time to crack an enemy code and solve the mystery surrounding the woman he loves.
Fearless,"Drama, Thriller",A man's personality is dramatically changed after surviving a major airline crash.
Cleanskin,"Action, Crime, Drama",A British secret service agent is faced with the task of pursuing and eliminating a British-born suicide bomber and his terrorist cell.
Clouds of Sils Maria,Drama,A film star comes face-to-face with an uncomfortable reflection of herself while starring in a revival of the play that launched her career.
Mars Needs Moms,"Animation, Action, Adventure",A young boy named Milo gains a deeper appreciation for his mom after Martians come to Earth to take her away.
Intruders,"Adventure, Fantasy, Horror",Two children living in different countries are visited nightly by a faceless being who wants to take possession of them.
El Dorado,"Drama, Romance, Western","Cole Thornton, a gunfighter for hire, joins forces with an old friend, Sheriff J.P. Hara. Together with an old Indian fighter and a gambler, they help a rancher and his family fight a rival rancher that is trying to steal their water."
Great Expectations,"Adventure, Drama, Mystery","A humble orphan boy in 1810s Kent is given the opportunity to go to London and become a gentleman, with the help of an unknown benefactor."
Lonely Hearts,"Biography, Crime, Drama","Based on the true story, two homicide detectives track Martha Beck and Raymond Martinez Fernandez, a murderous pair known as the ""Lonely Hearts Killers"" who lured their victims through the personals."
Jaane Tu... Ya Jaane Na,"Comedy, Drama, Romance",Two best friends being convinced that they are not in love search for each other's love.
Cemetery Junction,"Comedy, Drama",A 1970s-set comedy centered on three young working class friends in a dreary suburb of Reading.
My Name Is Nobody,,"A young, easy-going gunman worships and competes with an old gunfighter who only wants to retire."
1900,"Drama, History","The epic tale of a class struggle in twentieth century Italy, as seen through the eyes of two childhood friends on opposing sides."
Bounce,"Drama, Romance",A man switches plane tickets with another man who dies in that plane in a crash. The man falls in love with the deceased one's wife.
Bad News Bears,"Comedy, Sport",A grizzled little league coach tries to turn his team of misfits into champs.
The Man Without a Past,"Comedy, Drama, Romance","M arrives in Helsinki only to be viciously attacked by thugs and pronounced dead by medics. He revives but with no memory of his past or his identity. He rebuilds his life from scratch, but the past inevitably catches up with him."
Nashville,"Comedy, Drama, Music","Over the course of a few hectic days, numerous interrelated people prepare for a political convention."
Nothing But Trouble,Comedy,A businessman and his friends are captured by a sadistic judge and his equally odd family in a bizarre mansion in the backwoods.
3 Men and a Little Lady,"Comedy, Drama, Family","Three ex-dads quickly discover how empty life is without their little lady, and go to outrageous lengths in their efforts to win their daughter back in this critically acclaimed and equally charming sequel."
Death and the Maiden,"Drama, Mystery, Thriller",A political activist is convinced that her guest is a man who once tortured her for the government.
No,"Drama, History",An advertising executive comes up with a campaign to defeat Augusto Pinochet in Chile's 1988 referendum.
The Trip,"Comedy, Drama","Steve Coogan has been asked by The Observer to tour the country's finest restaurants, but after his girlfriend backs out on him he must take his best friend and source of eternal aggravation, Rob Brydon."
Survival of the Dead,"Comedy, Drama, Horror","On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state."
Together,"Comedy, Drama, Romance","In 1975, the dynamics of a Swedish commune begin to change upon the arrival of a beaten wife and her two kids."
The Hunger,"Drama, Horror","A love triangle develops between a beautiful yet dangerous vampire (Catherine Deneuve), her cellist companion (David Bowie), and a gerontologist (Susan Sarandon)."
New in Town,"Comedy, Romance","A Miami, Florida businesswoman adjusts to her new life in a small Minnesota town."
Breakfast on Pluto,"Comedy, Drama","In the 1970s, a young trans woman, Patrick ""Kitten"" Braden, comes of age by leaving her Irish town for London, in part to look for her mother and in part because her gender identity is beyond the town's understanding."
Medicine Man,,"In the beautiful and dangerous Amazon rainforest, dissimilar people must make their choices between business, science, and love."
Delhi Belly,"Action, Comedy, Crime",Three struggling room-mates unknowingly become potential prey of a ruthless gangster.
Martian Child,"Comedy, Drama, Family","A science-fiction writer, recently widowed, considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially rejected boy who says he's really from Mars."
Bride & Prejudice,"Comedy, Drama, Musical","A modern adaptation of Jane Austen's classic novel, Pride and Prejudice, that features the lives of four unmarried daughters in an Indian family."
Breaking Away,"Comedy, Drama, Sport",A working-class Indiana teen obsessed with the Italian cycling team vies for the affections of a college girl while searching for life goals with his friends.
The Serpent and the Rainbow,,An anthropologist goes to Haiti after hearing rumors about a drug used by black magic practitioners to turn people into zombies.
The Brady Bunch Movie,Comedy,"The original 70s TV family is now placed in the 1990s, where they're even more square and out of place than ever."
Saboteur,"Thriller, War",A young man accused of sabotage goes on the lam to prove his innocence.
Birdy,"Drama, War",After two friends return home from the Vietnam War one becomes mentally unstable and obsesses with becoming a bird.
Closed Circuit,"Crime, Drama, Mystery",A high-profile terrorism case unexpectedly binds together two ex-lovers on the defense team - testing the limits of their loyalties and placing their lives in jeopardy.
Vanity Fair,Drama,"Growing up poor in London, Becky Sharp defies her poverty-stricken background and ascends the social ladder alongside her best friend, Amelia Sedley."
Leprechaun,"Comedy, Fantasy, Horror","An evil, sadistic Leprechaun goes on a killing rampage in search of his beloved pot of gold."
Surviving Christmas,"Comedy, Romance","A lonely, obnoxious young millionaire pays a family to spend Christmas with him."
Serena,"Drama, History, Romance","In Depression-era North Carolina, the future of George Pemberton's timber empire becomes complicated when he marries Serena."
Every Which Way but Loose,"Action, Comedy",The San Fernando Valley adventures of trucker turned prize-fighter Philo Beddoe and his pet orangutan Clyde.
Memoirs of an Invisible Man,"Comedy, Romance, Sci-Fi","After a freak accident, a company executive turns completely invisible, goes on the run and becomes hunted by a treacherous CIA official, whilst trying to cope with his new reality."
O,"Drama, Romance, Thriller","An update of Shakespeare's 'Othello' with a young cast, set in an upper class prep school, & centered around basketball player Odin."
We're No Angels,"Comedy, Crime",Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.
My Sassy Girl,"Comedy, Drama, Romance","A sweet Midwestern guy with his life planned out for himself is wooed, groomed, and ultimately dumped by a complicated, elusive gal."
Walkabout,"Adventure, Drama","Two city-bred siblings are stranded in the Australian Outback, where they learn to survive with the aid of an Aboriginal boy on his ""walkabout"": a ritual separation from his tribe."
Killing Zoe,"Crime, Thriller","The cab driver sets American Zed up with Zoe in his Paris hotel. Despite FFR1000 charged, she's an art student with day jobs e.g. bank. Safecracker Zed meets his junkie friend after 11 years to rob a bank."
Feardotcom,"Crime, Horror, Thriller",A New York City detective investigates mysterious deaths occurring 48 hours after users log onto a site named feardotcom.
The Shootist,"Drama, Romance, Western",A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity.
Disturbing Behavior,"Horror, Mystery, Sci-Fi","The new kid in Cradle Bay, Washington stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens."
Big Trouble,"Comedy, Crime, Thriller","The lives of several Miami denizens, from ad agents to gunrunners to street thugs to law enforcement to school-children, intersect with humorous and dangerous results."
Titus,"Drama, History, Thriller","Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family."
Lesbian Vampire Killers,"Action, Comedy, Fantasy","Their women having been enslaved by the local pack of lesbian vampires thanks to an ancient curse, the remaining menfolk of a rural town send two hapless young lads out onto the moors as a sacrifice."
The Secret Life of Pets,"Animation, Adventure, Comedy","The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes."
The Man Who Fell to Earth,"Drama, Sci-Fi","An alien must pose as a human to save his dying planet, but a woman and greed of other men create complications."
Nobody Knows,Drama,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning."
Catch-22,"Comedy, Drama, War","A man is trying desperately to be certified insane during World War II, so he can stop flying missions."
Vampire in Brooklyn,"Comedy, Fantasy, Horror","A ship docks in Brooklyn with all its crew dead, but someone gets off and the killing continues on land. A Caribbean vampire is searching for a specific woman, half-human half-vampire. Rita is the detective investigating the many killings."
Dark Blue,"Crime, Drama, Thriller",A robbery homicide investigation triggers a series of events that will cause a corrupt LAPD officer to question his tactics.
Jason and the Argonauts,"Action, Adventure, Family",The legendary Greek hero leads a team of intrepid adventurers in a perilous quest for the legendary Golden Fleece.
Teaching Mrs. Tingle,"Comedy, Thriller","The story of a girl who is willing to do anything to become Valedictorian, even if it means murdering the teacher that stands in her way."
A Girl Walks Home Alone at Night,"Drama, Horror, Romance","In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire."
Creature from the Black Lagoon,"Horror, Sci-Fi",A strange prehistoric beast lurks in the depths of the Amazonian jungle. A group of scientists try to capture the animal and bring it back to civilization for study.
Tamara Drewe,"Comedy, Drama, Romance","A young newspaper writer returns to her hometown in the English countryside, where her childhood home is being prepped for sale."
Mad Dog and Glory,"Comedy, Crime, Drama","When shy, soft-spoken Chicago detective Wayne ""Mad Dog"" Dobie inadvertently saves the life of local gangster Frank Milo, he's the reluctant recipient of an unusual one week ""thank you"" gift - a beautiful bartender named Glory."
Casa de mi Padre,"Comedy, Western","Scheming to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord."
An American Tail: Fievel Goes West,"Animation, Adventure, Family","Fievel's family decides to move out to the West, unaware that they are falling into a trap perpetrated by a smooth-talking cat."
Starter for 10,"Comedy, Drama, Romance","Set in 1985, working-class student Brian Jackson (McAvoy) navigates his first year at Bristol University."
Dhoom 2,"Action, Crime, Thriller","Mr A, a fearless thief, steals valuable artefacts and teams up with the girl he is attracted to but who cannot be trusted. Close on their heels are three police officers trying to apprehend them."
How to Steal a Million,"Comedy, Crime, Romance",The daughter of an art forger teams up with a burglar to steal one of her father's forgeries and protect his secret.
Kick,"Action, Comedy, Crime","An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster."
Hoffa,"Biography, Crime, Drama",The story of the notorious American labor union figure
House,"Comedy, Fantasy, Horror",A troubled writer moves into a haunted house after inheriting it from his aunt.
Two Mules for Sister Sara,"Adventure, Romance, War","Nun Sara (Shirley MacLaine) is on the run in Mexico and is saved from cowboys by Hogan (Clint Eastwood), who is preparing for a future mission to capture a French fort. The pair become good friends, but Sara never does tell him the true reason behind her being outlawed."
Lost and Delirious,"Drama, Romance","After starting at an upmarket boarding school, a teenage girl forms close friendships with her two older roommates. However, when she discovers that her new friends are lovers she finds herself caught in a complicated situation."
Rollerball,"Action, Sci-Fi, Sport","In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game."
Grave Encounters 2,"Horror, Mystery",A film student who is obsessed with the movie Grave Encounters sets out with his friends to visit the psychiatric hospital depicted in the original film.
Echelon Conspiracy,"Action, Crime, Thriller","At first, the strange phone messages promised great wealth. Soon, though, government agents pursue the young engineer receiving them around the world."
Fireproof,"Drama, Fantasy, Romance","In an attempt to save his marriage, a firefighter uses a 40-day experiment known as ""The Love Dare."""
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action, Adventure, Comedy","The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang."
Baazigar,"Crime, Drama, Musical","A young man with a vendetta against a business tycoon seduces the man's younger daughter, but she begins to suspect her new lover's connection with her elder sister and his ulterior motive."
