Title,Genre,Description
Ala Ela,"Comedy, Romance            ",    A romantic comedy that involves a dying grandfather's wish for his grandson to marry a village girl chosen for him by the grandfather. The reluctant grandson agrees to meet the girl ...                See full summary »
Kevvu Keka,Comedy            ,"    A girl lies to her father that her boyfriend, a salesman, is rich. But he breaks the alliance on learning the truth. She then challenges him that her boyfriend will become a millionaire in ...                See full summary »"
Mantra,"Crime, Thriller            ",    Mantra wants to sell her ancestral home. The place is haunted and the buyer wants someone to stay in the house for 3 months. Mantra decides to stay in the home and rest of the story is how they uncover the mystery of the home.
Runam,Romance            ,nan
Choopulu Kalasina Subhavela,"Comedy, Drama            ","    ""Anand Mohan (Mohan) works as a manager in a company owned by Pandurangam (Suthi Veerabhadra Rao). Padma (Ashwini) daughter of Pandurangam's brother Nagalingam (Nutan Prasad) stays in his ...                See full summary »"
Manoharam,"Action, Drama            ","    The film begins with the ISI moles scheming to destabilize India right in the opening shot, followed by their devastating bomb blasts in Coimbatore and Hyderabad. Basha (Mukesh Rishi) an ...                See full summary »"
Agni,nan,nan
Appu Chesi Pappu Koodu,"Comedy, Drama            ",    Ramadasu wants his son to marry Manjari to acquire her father's properties. But Manjari and Raja love each other. So they both decide to teach a lesson to Ramadasu and his son.
Siddu from Srikakulam,Comedy            ,nan
Nachavule,Romance            ,"    A story of teenage romance with a hard-hitting message that nothing in life should be taken for granted, especially love and the ones you love."
Yagnam,Action            ,    Seenu (Gopichand) is a loyal servant and a right-hand of faction leader Reddeppa (Devaraj). He and Sailaja (Sameera Benarjee) - daughter of Reddeppa - grew together. Nayudamma (Vijaya ...                See full summary »
Mee Sreyobhilashi,Drama            ,nan
Kadapa Redamma,Action            ,nan
Ghatotkachudu,"Comedy, Drama, Fantasy            ","    A young girl is targetted for murder by greedy relatives, but protected by a second-tier Hindu God!"
Jagadeka Veeruni Katha,"Drama, Fantasy            ",    The story of a young prince named Prathap who dreams of marrying a Devakanya.
Kanyasulkam,Drama            ,    Kanyasulkam is an adaptation of the popular Telugu play of same title. The film deals with prejudices of contemporary Indian society such as child marriages.
Snehamera Jeevitham,Action            ,    It's about friendship between two friends and how their life changes when a new girl comes into their life and how their friendship will be impacted upon her arrival where a tiny misunderstanding leads to a war between two close friends.
Kobbari Matta,Comedy            ,    Kobbarimatta is a Comedy Spoof Telugu Film. Pedharayudu (Sampoornesh) is a village headman. He got misunderstandings with his Son Androidu and other family members. How they solved those problems and united is rest of the story.
Dhruvanakshatram,"Action, Drama            ",nan
Per Sollum Pillai,"Action, Drama, Family            ","    Per Sollum Pillai has Kamal Haasan, Ramu as an orphan, who is adopted by a wealthy family. He gets adopted into the family when he saves the entire family from being deliberately poisoned ...                See full summary »"
Vivaha Bhojanambu,Comedy            ,nan
Shanti Kranti,"Action, Drama, Musical            ",nan
Sukumarudu,Drama            ,"    Suku sees relationships as a means to an end. So when he sets out to establish his company, he looks to his grandmother's property as a solution to his money woes."
Fitting Master,"Action, Comedy, Crime            ",    Will Meghna continue to love Sampath after he kills her brother?
Operation Duryodhana,"Action, Crime, Drama            ","    Based on 2005 sting operation in Andhra Pradesh, where a police officer unearth the political scams."
Prema,"Drama, Romance            ","    Magi, a Christian girl, falls in love with Pridhvi, a Hindu boy. Consequently, the couple face numerous hurdles on their way. Will they overcome the obstacles and unite?"
Mooga Manasulu,Drama            ,"    This film is based on "" Reincarnation """
Ontari Poratam,Action            ,nan
Tandra Paparayudu,"Action, Biography, Drama            ",    The story of an Indian Freedom fighter who fought the French even before the British could establish their authority in India
Nireekshana,"Drama, Romance            ",    A forest officer sentenced for 20years who loved a tribal girl in forest.
Premaabhishekam,"Drama, Musical, Romance            ","    Rajesh loves Devi but discovers that he has cancer. He decides to avoid her and acts rude so that she can marry Prasad, her brother's friend."
Savaari,Romance            ,"    Raju who rents his Badshah for weddings, meets Baagi who has been in quench of real love after her step-parents try to get her married against her wish. How did she escape that marriage is the crux of the story."
Surya IPS,"Crime, Action            ",nan
Maharasan,"Comedy, Drama            ","    Watch the full movie, Maharasan, only on Eros Now. Maharasan is a 1993 Indian Tamil film, directed by G.N. Rangarajan and produced by Kamal Hassan. The film stars Kamal Hassan, Bhanupriya ...                See full summary »"
Chakravarthy,"Action, Crime, Drama            ","    Anji and his sister Laxmi take care of the orphanage run by Swamiji. As Anji and Swamiji face charges for crimes they did not commit, Anji in a disguise,as chakravarthy, sets out on a quest for truth."
Lover,Romance            ,    Lover is a Telugu movie starring Raj Tarun and Riddhi Kumar in prominent roles. It is a romantic drama directed by Anish Krishna.
Jadoogadu,Action            ,    Backdrop of the story is about a go lucky village guy who goes to city determined to get rich and how he achieves it with his philosophy of working hard.
Allari Alludu,Drama            ,nan
Pandava Vanavasamu,"Drama, Fantasy            ","    The story of this film is based on the epic book "" The Mahabharata """
Mechanic Alludu,Comedy            ,"    Ravi, unemployed, joins as a Mechanic in Jagannatham's Garage. Later, Ravi discovers that Jagannatham is his uncle and he was framed for murder by his father Narayana. Ravi then joins hands with Jagannatham to teach his father a lesson."
Kondaveeti Simham,"Action, Drama, Family            ","    The story of a sincere police officer who do anything for justice. But in this process, he faces several hurdles from his enemies and from his own son too. He need to overcome them."
Malini 22,"Drama, Thriller            ",    A wronged girl turns avenging angel.
Bobbili Simham,Drama            ,nan
Show,"Comedy, Drama            ","    About life, its contradictions. ""Life is a drama and we are all actors"" is reflected in this film."
Varasudochhadu,Family            ,"    Nirmalamma's son runs away from home as a child. Years later, finding himself ill he asks Venkatesh to go to his home in his place. Once there Venkatesh sets about teaching a lesson to his ...                See full summary »"
Family Circus,"Drama, Family            ",nan
Edurinti Mogudu Pakkinti Pellam,Comedy            ,"    Badhalabandee Vara Prasad alias Bava is a very big miser, his wife Jayalakshmi (Divyavani) is a spendthrift woman. Jaya not able to tolerate her husband's stingy attitude and leaves the ...                See full summary »"
Adavi Ramudu,"Action, Drama, Romance            ","    A forest officer in an undercover operation, raises all the tribal people and the villagers against the smugglers to teach them a lesson and gets them arrested."
Donga,"Action, Drama            ","    When her husband is attacked by the goons, Sharada hides baby Chiranjeevi in a bush and runs away to escape the goons. He was found of an elephant who raises him as his own child in the ...                See full summary »"
Aakhari Poratam,"Action, Drama, Thriller            ",    The story is about CBI officer Pravallika (Sridevi) trying to expose the illegal activities of a notorious criminal Anantananda Swamy (Amrish Puri). Stage artiste Vihari (Akkineni Nagarjuna) helps Pravallika in this mission.
Rough,Romance            ,    A man is challenged by the brother of his beloved to get her to fall in love with him.
Paathshala,Drama            ,"    Four young people take a road trip after college. Their attempt at a last hurrah before reality sets in is unsuccessful, however, because reality follows them on the road, which becomes a school of sorts."
Kathi Kanta Rao,Comedy            ,nan
Pelli Chesukundam,Drama            ,nan
Black Tiger,nan,nan
Sri Krishna Pandaveeyam,"Drama, Musical            ","    This film is mainly based on the adhi parva and the first half of the sabha parva in the epic book "" The Mahabharata """
Nakshatram,Action            ,    A police aspirant dons the uniform of a sincere police officer who goes missing and unfolds the nexus behind the officer's sudden disappearance.
Subhalagnam,Drama            ,nan
Hai Hai Nayaka,Comedy            ,nan
Om Shanti,Romance            ,    Anand (Navdeep) is a bachelor who works in a software company. Everything goes well for him and he is happy. He wants to settle down in life by getting married and meets Anjali (Aditi ...                See full summary »
Pellaina Kothalo,Drama            ,    A prosperous couple struggle for dominance.
Anukunnadi Okkati Ayyindhi Okati,"Comedy, Crime, Drama            ","    The story of four metropolitan girls who are very close to each other from childhood. A Journalist, a fashion designer working for movies, a software engineer and a home maker are these girls."
Grahanam,Drama            ,nan
Chinnabaabu,Drama            ,nan
Karthavyam,"Action, Drama            ",    Vyjayanthi (Vijaya Santhi) is an Assistant Superintendent of Police and a sincere cop who strives to confront a corrupt local leader Muddukrishnayya and his son's atrocities. Karthavyam is ...                See full summary »
Raakshasudu,"Action, Drama            ",    The film opens with a widowed woman giving birth to a baby boy. The landlord does not approve of this and has the baby disposed of. A drunkard finds the baby and keeps him for a couple of ...                See full summary »
Neeya,"Drama, Fantasy, Musical            ","    After Kamal's friends accidentally kill a female serpent, another female serpent follows them and kills them one-by-one, before disguising herself into a human being to kill Kamal."
D for Dopidi,"Comedy, Crime            ",nan
Mugguru Kodukulu,"Action, Drama            ",nan
Balachandrudu,Drama            ,nan
Vinodam,Comedy            ,"    Ashta Lakshmi (Ravali) is the only daughter of Bangaram (Kota Srinivasa Rao), a wealthy miser. She meets four friends who live carefree lives, living in a rented house owned by Chintamani (...                See full summary »"
Vijay,"Action, Drama            ",nan
Sri Shirdi Saibaba Mahathyam,Drama            ,"    During the Devrajya it was Bhagwan Shri Vishnu who ruled the universe in the form of Bhagwan Shri Ram; then during the Manavraj, where he ruled as Bhagwan Shri Kishan; in the Kalyug (dark ...                See full summary »"
Anthuleni Katha,"Drama, Family            ",    The story of an elder sister trying to run a family devoid of father and a useless brother.
Mithai,"Crime, Drama, Romance            ",    The Dude abides but he must help two losers find the thief in a twisted plot of love and fate.
Tiger,"Action, Crime, Romance            ","    Tiger, an aggressive young man, can do just about anything for his best friend Vishnu. When Vishnu falls in love with Ganga, the lives of the lovers are in danger. Will Tiger be able to save them?"
Luv U Alia,"Family, Romance            ",    Can a boy in love win over his beloved's heart and change her views on love and commitment?
Brother of Bommali,"Action, Drama            ","    Naresh And Karthika Are Brothers And Sisters Karthika Is A Great Fighter Too,She Fight Well And She Is Well Practised Karate In Her Small Age . After They Two Grown up, Naresh Met A Girl ...                See full summary »"
Mr. Pellikodukku,"Comedy, Drama            ","    A guy falls in love with a girl, but she doesn't want to marry him."
Broker,Drama            ,nan
Current,Romance            ,    A college boy (Sushanth) falls in love with Sneha(Sneha Ullal).His trails to convince her to prove his love is the remaining part
Evadi Gola Vadide,"Comedy, Drama, Romance            ",    A lot of hilarious sequences happen when Veera Shankar runs away to Bangkok inorder to escape his marriage.
Bangaru Bullodu,"Action, Drama, Romance            ","    A fearless boy in the village who questions the wrong doings of his Uncle. He plans to marriage his uncles daughter Rani from his childhood. Meanwhile his another uncle's daughter, a city ...                See full summary »"
Karma,"Drama, Mystery, Thriller            ","    The words ""Kali-Yuga"" are heard in the language of traditional Indians. The Sanskrit definitions describe it to mean that this is Age of Iron, of machines, of evil. It is said that mankind ...                See full summary »"
Murali Krishnudu,"Comedy, Romance            ","    Murali Krishnudu is a 1988 Indian Telugu film, Directed by Kodi Ramakrishna and Produced by S Gopal Reddy. The film Stars Nagarjuna, Rajani and G.Maruthi Rao in lead roles. The music of the film was composed by K V Mahadevan."
Varasudu,"Action, Drama            ",nan
Seetha Rama Kalyanam,"Drama, Musical            ",    The film depicts the life of Lord Rama from birth to his marriage with Seetha.
Rendu Rella Aaru,Comedy            ,nan
Sampoorna Ramayanam,"Drama, Family, Fantasy            ",    This film depicts the complete life of Sri Rama.
Chuttalabbayi,Action            ,"    A loan recovery agent assists a young woman run away from home, without realizing that she is the sister of a police commissioner, who thinks that they are eloping together. What will the future hold in store for them?"
Columbus,Comedy            ,"    Ashwin(Sumanth Ashwin) is a college going youth who falls in love with Indu(Mishti). As time passes by, Ashwin leaves all his career goals behind and lives life with only Indu's point of ...                See full summary »"
Raagala 24 Gantallo,Thriller            ,    A happy wife is accused of her husband's suspicious death.
Andala Ramudu,Comedy            ,nan
Brahma Puthrudu,Drama            ,"    Sridevi's mother is devastated after her husband deserts her. In search for her father, Sridevi finds help from Shakthi."
Alibaba Aradajanu Dongalu,Comedy            ,nan
Thipparaa Meesam,Romance            ,"    An extremely talented DJ working in a local night pub, who is also a spoiled brat, gets involved in an adventure where he must fight against all odds to survive."
Sitaara,"Drama, Romance            ","    Sitaara becomes a film star with the help of Devdas who likes her. She had loved Raju who is believed dead. When her past about her brother gets exposed, she is dejected. Devdas learns that Raju is alive and strives to get them reunited."
Chettaniki Kallu Levu,"Action, Drama, Crime            ","    As a young boy, Chiranjeevi sees the murder of his father and sister, but the killers are released because of lack of evidence. This enrages him and he is out to seek revenge in a way not ...                See full summary »"
Manasuku Nachindhi,Romance            ,"    Nithya (Amyra Dastur) and Suraj (Sundeep Kishen) are best friends who live together in Goa. While Nithya loves nature and finds solace in it, Suraj is an aimless youth, who likes to party. ...                See full summary »"
Om 3D,"Action, Thriller            ","    Arjun shares a deep bond with his father Harishchandra, an influential man with many enemies. As Arjun sets out to thwart the plans of the enemies to kill his father, he learns a shocking truth."
Action,Comedy            ,"    Bava (Allari Naresh), Ajay (Kick Shyam), Shiva (Vaibhav) and Purush (Raju Sundaram) are thick friends. They grow up together and share everything in life. While Bava is an easy going person...                See full summary »"
Dongala Bandi,Comedy            ,nan
Sultan,Family            ,nan
Love Today,"Drama, Romance            ",nan
Samanyudu,Action            ,    Chandra is the editor of the newspaper 'Addam'. He has a gang of friends who help him with the operations. Chandra is a victim of home minister Raju who murdered his father. Chandra wants ...                See full summary »
Sathruvu,"Action, Drama            ","    Shatruvu / Satruvu is the story of Ashok (Venkatesh), a junior lawyer who works for advocate Durga Prasad (Vijay Kumar), a fighter of justice. Durga Prasad gathers evidence against ...                See full summary »"
Gandeevam,Drama            ,"    The story opens with Chakravarthy (Akkineni Nageswara Rao), a millionaire who has everything in his life. He is a successful businessman and has achieved everything in his life, but he ...                See full summary »"
Punnami Naagu,"Drama, Horror            ","    Naagulu is forced to consume poison since childhood by his father making him immune to the snake bite. On every full moon day , Naagulu searches for a woman and kills her . One day, he ...                See full summary »"
Jyothi Lakshmi,Drama            ,    Jyothi Lakshmi revolves around the life of a small time heroine struggling in the film industry and the perspectives of various people who have a low opinion about girls working in the film industry.
Avakai Biryani,"Family, Romance            ","    Lakshmi, a Brahmin girl who dreams to be an entrepreneur, and, Akbar, a Muslim auto driver who hopes to become a commerce graduate , fall in love. Challenges they overcome that stand in their way to become ONE."
Lorry Driver,"Action, Crime            ","    When a lorry driver helps the cops catch the man responsible for the murder of a bank manager, he unearths a counterfeit money scam. Unfortunately, this does not go down well with the mastermind behind the scheme."
Padaharella Vayasu,Drama            ,    Angara satyam is the producer of this movie
Prananiki Pranam,"Action, Drama, Family            ",nan
Akasa Veedhilo,"Drama, Family            ",nan
Totti Gang,Comedy            ,"    Best buddies since childhood. They form a band that does multi purpose jobs like acting as band of boys for marriages, professional catchers of dogs, and cremation service guys."
Allari,"Comedy, Romance            ",    A coming of age story of triangular romance between a boy and two girls that explores the twin emotions of true love and teenage infatuation in a boy who perpetually finds himself in complicated situations both at home and outside.
Savitri,"Comedy, Drama, Family            ","    Savitri is a girl who is fascinated with wedding ceremonies. When she gets engaged, she travels to Shirdi and in the train she meets a doctor Rishi, who falls in love with her. Meanwhile, ...                See full summary »"
Peddinti Alludu,"Comedy, Romance            ",nan
143,"Action, Romance, Thriller            ","    A man elopes with his childhood sweetheart, but soon fate separates them. The woman finds herself with a Communist guerrilla group and the man lands up at the house of a journalist, both thinking that the other is no more."
Superman,"Fantasy, Musical, Sci-Fi            ",    An alien orphan is sent to earth where he becomes a superhero.
Abhinandana,"Drama, Romance            ",    She loves someone but marries someone else. All three lives struggle until a solution is found.
Justice Chowdhary,"Action, Drama            ",    A sincere lawyer R. K. Chowdhary faces a lot of problems from a gangster Papa Rao after winning a case against him.
Gharana Bullodu,"Comedy, Romance            ",nan
Intlo Ramayya Veedilo Krishnayya,"Comedy, Drama, Romance            ",nan
Anna Thamudu,"Action, Drama            ",nan
Krishnamma Kalipindi Iddarini,"Drama, Romance            ",    This film is the remake of the hit Kannada film - Charminar. This is the journey of love of a young boy. The film shows how love can inspire and aspire to be the best and give the best to ...                See full summary »
Nandhi,"Action, Drama            ","    A murderer, wants an honest peaceful life, go to law college to complete his graduation."
Sons of Ram,"Animation, Drama, Musical            ","    Surayavanshi Ram of Ayodhya, the greatest warrior king that ever lived, was forced to send his beloved wife Sita into exile, thus leading him and his kingdom to despair and towards an empty...                See full summary »"
Kondapalli Raja,"Action, Drama            ",nan
Bava Nachadu,"Comedy, Drama, Romance            ",    A happy marriage lands in trouble after the wife's sister develops an infatuation with her brother-in-law.
Seema Simham,"Action, Drama            ",nan
Sandade Sandadi,"Comedy, Drama            ",nan
Donga Ramudu,Action            ,nan
Vetagadu,"Action, Drama            ",    Raja and Roja love each other. But Roja's father disagrees their relationship as he misunderstands that Raja's father cheated him. So Raja need to prove his father's innocence.
Sher,Action            ,    A working-class hero with the heart of a tiger rubs a gangster the wrong way; the two struggle for dominance for the duration of the movie.
Kaamannana Makkalu,"Action, Comedy, Drama            ","    Three thieves Kaamanna and his adopted sons Krishna and Rama, decide to mend their ways."
Vinayakudu,"Comedy, Romance            ","    Karthik and Kalpana do not get along very well initially but eventually they become friends. When Kalpana breaks off with Rajeev, she gets close to Karthik. But a small misunderstanding ruins all."
Dongaata,Drama            ,    A thief finds an innocent lady in the train who travels from her home town to city to meet her loved one. In the mean while the thief gets closer to the lady to rob her necklace. Later she ...                See full summary »
90 ML,"Action, Drama, Romance            ",    Devadas(Kartikeya) an MBA gold medalist falls in love with Suvasana (Neha Solanki) a physiotherapist. How Devadas faced heroine and her family (Who're anti alcoholic) after they get to know...                See full summary »
Kathanam,"Mystery, Thriller            ",    Anu (Anasuya Kasaba) an aspiring director develops a script on a producer's request. Twist in the tale arises when the murders scripted in the story start happening in real life. The parallel story is crux of Kathanam.
Ramudu Bheemudu,"Comedy, Drama            ",    The story of two look alikes Ramudu and Bheemudu.
Patel S.I.R,Action            ,"    Subhash Patel(Jagapati Babu) is a retired military officer who leads a happy and pleasant life with his family. Because of some unexpected events in his life, he targets DR's (Kabir Singh) ...                See full summary »"
Nagarahaavu,Fantasy            ,    A woman is reborn as a snake to avenge her own murder.
Selfie Raja,Comedy            ,"    Selfie Raja is a comedy entertainer about a guy, who runs into a host of problems because of his addiction to selfies."
Wish You Happy Breakup,"Comedy, Drama, Romance            ","    The story unfolds with 'Someone' about to commit suicide after the girl he loves ditches him. As he prepares to kill himself, he receives a call from his friend who suggests watching a ...                See full summary »"
Lovers,Romance            ,"    All efforts to get a partner in life by Siddhu (Sumanth Ashwin) are thwarted by Chitra (Nanditha), who he has never seen. Siddhu falls in love with a girl, who he does not realize is the ...                See full summary »"
Ramudochhadu,"Action, Comedy, Drama            ",    A rivalry between two influential families creates a rift between the villagers.
Radha Gopalam,Drama            ,    The clash between husband and wife when they are standing against each other on the same case and how did they survive the ego tiff ?
Donga Mogudu,"Action, Comedy            ","    It is a remake of an English movie, Trading Places(1983) directed by John Landis with the lead roles of Eddie Murphy, Dan Aykroyd and Ralph Bellamy."
Rangula Raatnam,Romance            ,"    Vishnu is a happy go software engineer sharing a very close bond with his mom. She even suggests him to love a girl. With this, as time passes, he falls in love with Keerthi. After this, ...                See full summary »"
Adda,Drama            ,    This story is about a marriage commission agent who fixes and makes arrangements for rejection of marriage according to client. This boy starts loving her client who came to make arrangements for her sister's marriage rejection.
Kalidasu,"Action, Drama, Romance            ",nan
Ela Cheppanu,Romance            ,nan
Vishwanatha Nayakudu,"Action, Drama, History            ",    The story is based on Indian historical events during the 16th century. It narrates the victory of Viswanatha Nayak on his father to express his devotion towards Srikrishnadevaraya. ...                See full summary »
Sri Madvirat Veera Brahmendra Swamy Charitra,"Drama, History, Musical            ",    The story of this film is based on the life of a well known saint and astrologer Pothuluru Veerabrahmendra Swamy.
Brahma,"Action, Comedy, Drama            ","    Bramha (Upendra) a notorious gangster who is a nightmare for politicians and the police. The Police appoint ACP Shinde to nab Bramha, but Brahma escapes to Malaysia on a secret mission ...                See full summary »"
Madatha Kaaja,Comedy            ,    A comic account of a police informer who comes across two dangerous criminal dons whom he wishes to bring to justice.
Dollar Dreams,Drama            ,    Youngsters decide whether to make careers and settle down in the United States or in their homeland (India).
Betting Bangarraju,Comedy            ,nan
Athili Sathibabu LKG,Comedy            ,nan
Vinara sodara veera kumara,"Drama, Romance            ",    Vinara Sodara Veera Kumara is an unusual story of love and realization. Ramana (Srinivas Sai) falls in love with Sulochana (Priyanka Jain) but their relationship fails to materialize due to...                See full summary »
Tenali Ramakrishna,"Comedy, Drama            ","    This film is based on a famous Telugu poet "" Tenali Ramakrishna """
Maharshi,Romance            ,"    After a college student becomes obsessed with a co-ed, she and her husband attempt to heal him, with dangerous consequences."
Idi Kathakaadu,"Drama, Family            ",nan
Agni Nakshatram,Drama            ,nan
Bandipotu,"Comedy, Crime, Drama            ",    A woman with the help of a con man avenges her father's backstabbers.
Onamalu,Drama            ,    A Feel Good Heart Touching Movie..Must Watch..!!!!
Vaana,Romance            ,    The story of a young man who sacrifices his love for the happiness of everyone around him.
Jodi,Romance            ,    Kapil (Aadi Saikumar) falls for Kanchana Mala (Shraddha Srinath) because of her ideals. But what happens when Kapil's father's (Naresh) ideals cause issues for them?
Madhumasam,Romance            ,"    A relationship between two opposites, an overly practical Sanjay and a hopelessly romantic Hamsa"
Bhakta Prahlada,"Drama, Fantasy            ",    Bhakta Prahlada is the first full length Telugu talkie film based on the story of Narasimha and Prahlada in Hindu mythology.
Team 5,"Adventure, Sport            ",    Akhil who is the back bone of his gang participates in racing tournaments all around the city along with his gang mates. Akhil's life takes a dramatic turn when he falls in love with an event manager Irene.
Sandhippoma,"Drama, Romance            ","    Two friends, who've known each other for a while, fall in love. But, their relationship is thrown in turmoil when the boy's father is in the news for a secret relationship."
Ice Cream 2,"Horror, Thriller            ",    Fate of a short film crew vs burglar crew who just robbed a bank.
Okkadine,"Action, Romance            ",    Shailaja comes in contact with a happy family when she visits her friend's village. Things take turn when she learns that they all died two years back.
Kiccha Huccha,"Drama, Romance            ",nan
Visakha Express,"Action, Crime, Drama            ",    A mentally imbalanced doctor goes on the run from the police after being accused of killing his alcoholic father.
Aaviri,"Drama, Thriller            ","    After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit."
Brindavanam,"Comedy, Drama            ",    Panakalu (Satyanarayana) betrays Ravi's (Rajendra Prasad) grandparents and fraudulently occupies their house named Brindavanam. Ravi promises his grandmother that he will take back the ...                See full summary »
Rudranetra,"Action, Crime, Thriller            ",    Agent Nethra is summoned to stop a maniac out to poison India.
Kaali,"Action, Drama            ",nan
Bobbili Puli,"Action, Drama            ",    The story of a war-hero who returns to his place only to find the society in a mess and tries to repair it in his own way and ends up getting hanged.
Manavoori Pandavulu,Drama            ,    5 youngsters come together with help of Krishnamraju to oppose their village sarpanch's cruel deeds. A movie made on the lines of Mahabharatham without all the noise and shouting of a ...                See full summary »
Next Nuvve,Horror            ,    A hotel business owner (Aadi Sai Kumar) is blackmailed by his partner (Jayaprakash Reddy) to repay his debt in order to save lives of hotel customers.
Joru,Comedy            ,"    Friends on a road trip pick up a damsel in distress, only to find themselves pursued by goons who are apparently after said damsel."
Ko antey koti,"Comedy, Crime, Romance            ",nan
Kalyan Ram Kathi,"Action, Drama            ","    A football player, who's also a protective brother, unleashes his rage when his sister goes missing and is found married to a person harassing her."
Priyamyna Neeku...,"Drama, Romance            ","    Evocative and eloquent, this touching romantic tale traces the twists and turns in the life of a quiet, introverted young woman, who falls in love with her friend's brother. When her own ...                See full summary »"
Vamsodharakudu,Drama            ,nan
Super Police,"Action, Thriller            ",nan
Bamma Maata Bangaru Baata,"Comedy, Drama            ",    Bamma Maata Bangaru Baata movie is a fun ride where Krishna (Rajendra Prasad) marries Seetha (Gouthami) under unavoidable circumstances leaving his grandparents disappointed. They ask him ...                See full summary »
Mantra 2,"Comedy, Crime, Horror            ",    A girl living with an old couple in their house as paying guest finds out that the old couple died years ago and the house where she lives is seized by police.
Prema Ishq Kaadhal,Drama            ,"    Three youngsters are out in life with no intent of the future, until they meet three lovely ladies. What happens next, changes their perspective of life."
Galipatam,Drama            ,"    Galipatam is the story of a couple Karthi (Aadi) and Swetha (Erica Fernandes) who are considered as the best couple but actually have their own differences. One thing leads to another, and ...                See full summary »"
Katha,Drama            ,    Chitra (Genelia) is a loner and she comes to Araku seeking employment as a teacher in a kids school. Krishna (Arun) is an aspiring director. He comes to Araku to do trail shoot and complete...                See full summary »
Peddannayya,Drama            ,nan
Lakshmi Kalyanam,"Action, Drama            ",nan
Avunanna Kadanna,Romance            ,"    Mangaraju is the dreaded landlord of Lanka. He forcibly grabs the lands and farms of farmers in Lanka. In the process, he grabs the land of Ravi's father. Ravi grows up in a nearby village....                See full summary »"
Bava Bava Panneeru,Comedy            ,"    Kota Srinivasa Rao is a wealthy man, with poor relatives waiting for him to die so that they can get their hands on his money. Kota wants to get married so that he can leave his health to ...                See full summary »"
Balakrishnudu,"Action, Comedy, Romance            ","    A local toughie is hired as a bodyguard to protect a girl from the rivals of her family and becomes a natural target for her enemies. In the process, he ends up falling in love with her."
Partha,"Action, Romance            ",nan
Athade Oka Sainyam,Action            ,nan
Rakshana,Drama            ,nan
Garam,"Action, Romance            ","    An unemployed troublemaker is forced by his father to leave home and go in search of work to the city of Hyderabad, where the youngster promptly falls in love. Can he learn responsibility and protect his loved ones?"
Raja Cheyyi Vesthe,"Action, Romance, Thriller            ","    An aspiring film director narrates a breath-taking story to his girlfriend in a coffee shop. An unknown message knocks the door the next day, asking him to write a love story. He sends his ...                See full summary »"
It's My Love Story,Romance            ,    It's My Love Story is the story of Arjun (Aravind Krishna) and Vandana (Nikhita Narayan) who meet in an unexpected way and are forced to live together. Both of them fall in love but when ...                See full summary »
Okariki Okaru,Romance            ,nan
Kurradu,Action            ,    Varun is a youngster from a middle class family. He is passionate about bikes and it's his dream to own a bike. Varun buys a bike and uses it positively to get a job of recovery agent for a...                See full summary »
Homam,Action            ,    Telugu version of The Departed.
Raahu,Thriller            ,"    Bhanu suffers from 'conversion disorder a.k.a hysterical blindness' where she goes temporarily blind under severe stress, in her case triggered upon seeing blood, must fight her enemy who inflicts more bloodshed than she ever imagined."
Gulebakavali Katha,"Musical, Drama, Fantasy            ",    The adventurous journey of a prince to achieve a magical flower to bring back his father's vision.
Nene Raju Nene Manthri,nan,nan
Osey Ramulamma,"Action, Drama            ",nan
Trinetrudu,"Action, Crime, Thriller            ",    CBI Officer Abhimanyu vows to take out the Drug lord DD and the drug mafia in Goa.
Oka Oori Katha,"Comedy, Drama            ","    The father of a son living on the fringes of a village believes that working is a fools game, for the lord takes what little the workers make. When a young woman enters their home tensions begin to rise and their idle life is threatened."
Bhale Manchi Chowka Beram,"Comedy, Drama, Thriller            ",    Two friends try to sell country's secrets to terrorists and face some dramatic consequences.
Bhairava Geetha,Drama            ,"    Bhairava Geetha is a bilingual presented by Ram Gopal Varma. Story of Geetha (Irra Mor), who belongs to a family with a hard-core faction backdrop, returns to her village after her ...                See full summary »"
Naanna Nenu Naa Boyfriends,Family            ,    Padmavati / Paddu (Hebah Patel) is the adored daughter of Raghava Rao (Rao Ramesh). A Prophesier prophesied Raghava Rao that if he refuses to accept any of her daughter's wish then she will...                See full summary »
Basanti,Action            ,    A group of students are taken as hostages in their own 'Basanti College' by a gang of terrorists.
Mansara,Drama            ,"    A magnificent love story that tests the emotional strength of true love when it is pitted against the brutal force of the martial art, Kalaripayittu."
Gaayam 2,"Action, Crime, Drama            ","    Ram is a restaurant owner in Bangkok. Ram leads his life happily with his wife Vidya and adopted son Chaitanya. One day, psychopath killers attempt to molest a female worker at Ram""s ...                See full summary »"
Village lo Vinayakudu,Action            ,    Karthik (Krishnudu) runs a play school in Hyderabad and his girl friend Kavya is a doctor. Kavya goes to her village Rajolu to stay with her combined family to attend the engagement of her ...                See full summary »
Abbaigaru,Drama            ,nan
Ammo Okato Tariku,Family            ,    A middle class man fights with various financial troubles due to overpopulated family resolves them by resolving family conflicts.
Raksha,Horror            ,    Jagapathi Babu(Rajiv) who is an Atheist finds demonic Behavior in his Daughter Raksha. He then later finds out that it is not a ghost but the possessive power out of some ones Evil Plans.
Stoovertpuram Police Station,"Action, Drama            ","    The village of Stoovertpuram has always lived in fear and loathing of the police, who they see as a major force of oppression, and a toy of the rich, wealthy and influential, and will have ...                See full summary »"
